txn_id,hour,amount,method,bank,device,network_quality,prior_attempts,reason,strategy,delay_min,channel,success,revenue_recovered
train_003368,6,919.9,UPI,HDFC,android,moderate,0,wrong_otp,delayed_retry,188.1,none,0,0.0
train_003369,21,450.69,UPI,IDFC,android,moderate,1,risk_block,nudge_then_retry,36.2,whatsapp,0,0.0
train_003370,18,648.94,UPI,Kotak,ios,moderate,1,wrong_otp,nudge_then_retry,411.9,sms,0,0.0
train_003371,14,195.1,Card,ICICI,android,good,1,gateway_error,nudge_then_retry,430.5,sms,1,195.1
train_003372,15,537.24,NetBanking,IDFC,ios,good,0,insufficient_funds,delayed_retry,15.6,none,0,0.0
train_003373,16,6548.0,Wallet,SBI,android,moderate,2,card_declined,instant_retry,1.9,none,0,0.0
train_003374,18,211.76,UPI,YesBank,android,moderate,1,insufficient_funds,delayed_retry,615.8,none,0,0.0
train_003375,19,1623.59,UPI,YesBank,android,good,1,wrong_otp,no_action,0.0,none,0,0.0
train_003376,12,4526.86,NetBanking,YesBank,android,good,0,wrong_otp,delayed_retry,2186.9,none,0,0.0
train_003377,17,1473.9,NetBanking,YesBank,web,moderate,1,bank_timeout,delayed_retry,33.5,none,1,1473.9
train_003378,20,1357.1,NetBanking,Kotak,android,good,2,risk_block,delayed_retry,857.1,none,0,0.0
train_003379,18,574.05,UPI,SBI,android,good,1,network_drop,nudge_then_retry,1352.1,email,0,0.0
train_003380,11,721.82,Card,YesBank,ios,moderate,1,bank_timeout,suggest_alt_method,32.6,whatsapp,0,0.0
train_003381,6,4667.9,Card,Axis,ios,moderate,1,bank_timeout,instant_retry,1.5,none,0,0.0
train_003382,18,782.61,NetBanking,HDFC,web,good,0,gateway_error,nudge_then_retry,51.6,whatsapp,1,782.61
train_003383,11,234.63,UPI,SBI,android,moderate,1,bank_timeout,nudge_then_retry,5.9,whatsapp,0,0.0
train_003384,8,612.31,Card,HDFC,android,good,0,card_declined,delayed_retry,407.5,none,0,0.0
train_003385,20,976.81,UPI,Axis,ios,good,0,wrong_otp,delayed_retry,1122.0,none,0,0.0
train_003386,10,796.13,Card,Axis,android,good,1,risk_block,delayed_retry,2831.7,none,0,0.0
train_003387,9,1024.97,UPI,ICICI,web,good,0,bank_timeout,delayed_retry,119.0,none,0,0.0
train_003388,20,409.69,NetBanking,IDFC,web,good,0,gateway_error,instant_retry,5.3,none,0,0.0
train_003389,1,500.8,Card,SBI,web,moderate,0,insufficient_funds,no_action,0.0,none,0,0.0
train_003390,11,286.22,UPI,ICICI,android,good,0,wrong_otp,instant_retry,1.7,none,1,286.22
train_003391,18,993.77,UPI,Kotak,web,moderate,1,risk_block,suggest_alt_method,86.4,whatsapp,0,0.0
train_003392,8,163.62,UPI,ICICI,android,moderate,0,wrong_otp,instant_retry,2.8,none,1,163.62
train_003393,16,2243.51,Card,IDFC,ios,good,0,insufficient_funds,delayed_retry,1794.0,none,0,0.0
train_003394,17,309.98,Wallet,IDFC,android,good,1,card_declined,instant_retry,7.7,none,0,0.0
train_003395,16,936.85,Wallet,Kotak,android,good,1,bank_timeout,instant_retry,4.8,none,0,0.0
train_003396,11,724.65,UPI,IDFC,ios,moderate,1,bank_timeout,delayed_retry,114.9,none,0,0.0
train_003397,16,209.71,UPI,Kotak,android,good,0,bank_timeout,nudge_then_retry,88.4,whatsapp,1,209.71
train_003398,10,941.93,UPI,HDFC,android,good,0,wrong_otp,delayed_retry,470.9,none,0,0.0
train_003399,11,314.08,Card,YesBank,ios,good,0,card_declined,nudge_then_retry,44.5,whatsapp,0,0.0
train_003400,20,90.36,Card,YesBank,android,moderate,0,insufficient_funds,delayed_retry,34.7,none,1,90.36
train_003401,16,193.11,UPI,Kotak,android,good,0,wrong_otp,instant_retry,0.1,none,1,193.11
train_003402,7,641.38,UPI,Kotak,android,good,1,insufficient_funds,nudge_then_retry,12.3,email,0,0.0
train_003403,17,2549.82,UPI,Kotak,ios,good,0,bank_timeout,no_action,0.0,none,0,0.0
train_003404,10,1563.14,Card,Axis,web,good,0,gateway_error,nudge_then_retry,5.8,sms,1,1563.14
train_003405,23,2055.38,UPI,Kotak,android,good,1,network_drop,instant_retry,3.5,none,0,0.0
train_003406,11,234.4,UPI,Axis,web,good,1,bank_timeout,no_action,0.0,none,0,0.0
train_003407,14,1187.85,UPI,ICICI,android,poor,0,bank_timeout,suggest_alt_method,69.4,sms,1,1187.85
train_003408,16,330.8,UPI,YesBank,web,good,0,network_drop,delayed_retry,1334.4,none,0,0.0
train_003409,6,220.0,UPI,SBI,android,good,0,network_drop,nudge_then_retry,263.8,email,0,0.0
train_003410,10,5675.83,Card,HDFC,ios,moderate,1,card_declined,no_action,0.0,none,0,0.0
train_003411,15,251.73,UPI,ICICI,android,good,0,insufficient_funds,nudge_then_retry,193.7,sms,0,0.0
train_003412,10,609.07,UPI,IDFC,ios,poor,0,network_drop,nudge_then_retry,15.5,whatsapp,0,0.0
train_003413,14,382.47,Card,Axis,android,good,0,insufficient_funds,instant_retry,5.0,none,0,0.0
train_003414,17,259.0,Card,IDFC,web,moderate,1,bank_timeout,suggest_alt_method,45.5,sms,1,259.0
train_003415,9,347.95,UPI,Kotak,ios,good,0,wrong_otp,instant_retry,5.6,none,0,0.0
train_003416,19,1419.68,UPI,HDFC,android,good,2,bank_timeout,no_action,0.0,none,0,0.0
train_003417,19,605.45,Card,HDFC,android,good,0,gateway_error,nudge_then_retry,126.9,whatsapp,1,605.45
train_003418,22,1116.67,Card,ICICI,ios,good,0,card_declined,no_action,0.0,none,0,0.0
train_003419,15,895.71,UPI,YesBank,android,good,1,wrong_otp,suggest_alt_method,284.7,sms,0,0.0
train_003420,6,285.17,UPI,IDFC,ios,good,1,wrong_otp,no_action,0.0,none,0,0.0
train_003421,11,1085.75,NetBanking,ICICI,android,good,1,network_drop,nudge_then_retry,15.6,sms,0,0.0
train_003422,18,844.98,UPI,HDFC,android,good,1,network_drop,delayed_retry,1786.9,none,0,0.0
train_003423,23,245.98,Card,Kotak,android,good,0,card_declined,delayed_retry,1221.5,none,0,0.0
train_003424,5,600.45,NetBanking,Kotak,ios,poor,2,bank_timeout,nudge_then_retry,57.4,sms,0,0.0
train_003425,9,160.07,UPI,Axis,android,moderate,0,wrong_otp,nudge_then_retry,42.0,whatsapp,0,0.0
train_003426,16,653.04,UPI,HDFC,web,good,1,insufficient_funds,delayed_retry,114.9,none,0,0.0
train_003427,1,125.94,Card,IDFC,web,good,2,bank_timeout,suggest_alt_method,28.0,sms,0,0.0
train_003428,15,883.1,UPI,SBI,android,good,0,insufficient_funds,delayed_retry,123.7,none,1,883.1
train_003429,20,1614.79,UPI,SBI,ios,moderate,0,insufficient_funds,nudge_then_retry,389.8,whatsapp,0,0.0
train_003430,19,820.2,Wallet,IDFC,android,good,0,bank_timeout,delayed_retry,350.1,none,1,820.2
train_003431,13,2514.9,UPI,HDFC,web,good,1,bank_timeout,instant_retry,5.8,none,1,2514.9
train_003432,11,7045.96,NetBanking,IDFC,android,good,1,insufficient_funds,instant_retry,3.6,none,0,0.0
train_003433,18,1312.1,Wallet,HDFC,android,poor,1,network_drop,delayed_retry,152.1,none,0,0.0
train_003434,16,1202.05,UPI,SBI,android,good,1,bank_timeout,delayed_retry,73.4,none,0,0.0
train_003435,10,3826.87,Card,HDFC,web,moderate,0,card_declined,delayed_retry,821.4,none,0,0.0
train_003436,9,934.83,UPI,ICICI,android,moderate,1,bank_timeout,instant_retry,1.2,none,0,0.0
train_003437,8,147.1,Wallet,Axis,ios,good,0,gateway_error,nudge_then_retry,25.8,whatsapp,1,147.1
train_003438,21,455.62,NetBanking,HDFC,android,moderate,3,insufficient_funds,instant_retry,7.4,none,0,0.0
train_003439,11,2589.71,UPI,ICICI,android,good,1,wrong_otp,instant_retry,7.1,none,0,0.0
train_003440,18,1611.3,UPI,SBI,ios,poor,0,network_drop,delayed_retry,13.6,none,0,0.0
train_003441,12,1961.12,Card,ICICI,android,moderate,0,gateway_error,nudge_then_retry,128.6,email,1,1961.12
train_003442,17,1080.29,Wallet,SBI,android,moderate,0,insufficient_funds,instant_retry,2.2,none,0,0.0
train_003443,10,1549.03,UPI,ICICI,android,moderate,0,bank_timeout,instant_retry,2.7,none,0,0.0
train_003444,7,137.48,NetBanking,YesBank,android,good,1,bank_timeout,instant_retry,0.8,none,1,137.48
train_003445,22,1338.45,NetBanking,YesBank,android,good,0,bank_timeout,delayed_retry,22.0,none,1,1338.45
train_003446,11,132.54,UPI,SBI,android,good,0,insufficient_funds,delayed_retry,57.2,none,0,0.0
train_003447,5,537.61,UPI,Axis,android,moderate,0,insufficient_funds,delayed_retry,395.1,none,0,0.0
train_003448,17,1317.09,UPI,IDFC,android,good,1,risk_block,nudge_then_retry,9.4,sms,0,0.0
train_003449,14,431.73,UPI,ICICI,ios,good,1,insufficient_funds,instant_retry,4.4,none,0,0.0
train_003450,5,4400.85,UPI,IDFC,web,moderate,0,bank_timeout,nudge_then_retry,10.7,sms,1,4400.85
train_003451,11,723.44,UPI,Axis,ios,moderate,2,insufficient_funds,suggest_alt_method,122.5,sms,0,0.0
train_003452,21,456.65,UPI,HDFC,android,good,1,insufficient_funds,instant_retry,1.5,none,0,0.0
train_003453,7,2310.35,Card,ICICI,android,moderate,1,risk_block,delayed_retry,131.8,none,0,0.0
train_003454,16,786.0,Card,ICICI,web,moderate,0,card_declined,delayed_retry,112.0,none,0,0.0
train_003455,11,965.67,Wallet,ICICI,android,moderate,1,wrong_otp,suggest_alt_method,218.8,email,0,0.0
train_003456,11,2001.69,UPI,Axis,android,good,1,wrong_otp,nudge_then_retry,1017.1,sms,0,0.0
train_003457,13,610.34,NetBanking,ICICI,android,poor,0,gateway_error,delayed_retry,28.5,none,1,610.34
train_003458,8,257.99,UPI,SBI,ios,poor,2,network_drop,suggest_alt_method,9.8,sms,0,0.0
train_003459,16,101.48,UPI,HDFC,ios,moderate,0,insufficient_funds,nudge_then_retry,37.6,whatsapp,1,101.48
train_003460,19,1393.54,NetBanking,SBI,android,moderate,0,bank_timeout,nudge_then_retry,170.2,whatsapp,1,1393.54
train_003461,23,373.47,Card,ICICI,ios,good,0,insufficient_funds,delayed_retry,958.0,none,0,0.0
train_003462,8,3732.18,Card,IDFC,web,moderate,1,insufficient_funds,suggest_alt_method,48.0,whatsapp,1,3732.18
train_003463,10,2169.59,NetBanking,IDFC,android,good,1,gateway_error,no_action,0.0,none,0,0.0
train_003464,7,1127.39,Card,Axis,android,good,0,card_declined,suggest_alt_method,5.7,whatsapp,0,0.0
train_003465,9,1369.74,Card,HDFC,android,good,0,gateway_error,delayed_retry,13.3,none,0,0.0
train_003466,19,456.41,UPI,SBI,android,good,0,insufficient_funds,delayed_retry,1171.0,none,0,0.0
train_003467,7,1177.11,UPI,Axis,web,good,0,bank_timeout,delayed_retry,179.5,none,1,1177.11
train_003468,21,2260.3,UPI,HDFC,ios,good,0,insufficient_funds,delayed_retry,482.4,none,1,2260.3
train_003469,10,745.88,UPI,SBI,web,moderate,1,insufficient_funds,delayed_retry,132.6,none,1,745.88
train_003470,11,2232.5,UPI,ICICI,ios,good,0,insufficient_funds,nudge_then_retry,43.6,whatsapp,0,0.0
train_003471,5,1012.47,Card,ICICI,ios,good,2,card_declined,suggest_alt_method,10.3,sms,1,1012.47
train_003472,20,2944.05,Card,Kotak,ios,good,1,bank_timeout,delayed_retry,48.0,none,1,2944.05
train_003473,23,1503.83,NetBanking,Axis,ios,moderate,0,gateway_error,nudge_then_retry,22.8,sms,1,1503.83
train_003474,8,446.23,Card,ICICI,ios,good,1,card_declined,delayed_retry,1407.9,none,0,0.0
train_003475,16,91.5,UPI,Axis,android,moderate,0,bank_timeout,delayed_retry,24.6,none,0,0.0
train_003476,3,673.7,UPI,YesBank,web,good,0,network_drop,nudge_then_retry,75.6,whatsapp,0,0.0
train_003477,12,2148.19,UPI,HDFC,ios,good,0,wrong_otp,delayed_retry,404.1,none,0,0.0
train_003478,16,1228.96,NetBanking,HDFC,android,good,0,network_drop,no_action,0.0,none,0,0.0
train_003479,23,411.79,Card,IDFC,web,good,0,card_declined,nudge_then_retry,136.8,email,0,0.0
train_003480,14,821.82,UPI,IDFC,web,poor,0,gateway_error,instant_retry,0.2,none,0,0.0
train_003481,11,2374.77,Card,ICICI,web,moderate,0,card_declined,delayed_retry,160.9,none,0,0.0
train_003482,10,736.03,NetBanking,ICICI,android,moderate,1,wrong_otp,nudge_then_retry,27.8,email,0,0.0
train_003483,10,288.79,NetBanking,HDFC,ios,poor,0,bank_timeout,nudge_then_retry,211.4,sms,1,288.79
train_003484,20,1303.04,UPI,IDFC,web,good,1,wrong_otp,nudge_then_retry,13.6,email,0,0.0
train_003485,16,846.09,NetBanking,YesBank,android,moderate,1,network_drop,instant_retry,5.8,none,0,0.0
train_003486,8,157.94,NetBanking,SBI,android,good,0,card_declined,delayed_retry,2553.5,none,0,0.0
train_003487,8,58.81,Card,ICICI,ios,moderate,2,gateway_error,delayed_retry,134.7,none,1,58.81
train_003488,15,4304.43,NetBanking,Kotak,android,poor,2,network_drop,suggest_alt_method,258.8,whatsapp,0,0.0
train_003489,13,657.77,UPI,Kotak,ios,moderate,1,wrong_otp,instant_retry,0.5,none,0,0.0
train_003490,20,929.1,Wallet,HDFC,android,moderate,0,insufficient_funds,instant_retry,0.3,none,0,0.0
train_003491,21,1637.45,NetBanking,SBI,android,moderate,1,network_drop,delayed_retry,36.6,none,1,1637.45
train_003492,22,327.3,UPI,Axis,android,good,0,bank_timeout,instant_retry,0.8,none,0,0.0
train_003493,3,3641.98,Card,ICICI,ios,poor,1,card_declined,no_action,0.0,none,0,0.0
train_003494,18,315.8,UPI,SBI,android,moderate,1,wrong_otp,delayed_retry,936.6,none,0,0.0
train_003495,18,1204.49,Card,IDFC,web,good,0,risk_block,instant_retry,7.2,none,0,0.0
train_003496,19,1146.52,UPI,Kotak,android,good,2,insufficient_funds,delayed_retry,59.3,none,0,0.0
train_003497,17,617.9,Card,Kotak,android,moderate,0,bank_timeout,delayed_retry,134.1,none,1,617.9
train_003498,12,2160.2,UPI,Axis,ios,good,1,risk_block,suggest_alt_method,385.4,sms,0,0.0
train_003499,21,277.79,Wallet,ICICI,android,good,0,insufficient_funds,instant_retry,7.9,none,1,277.79
train_003500,5,2647.55,Card,SBI,web,good,1,card_declined,nudge_then_retry,544.7,email,0,0.0
train_003501,19,507.27,NetBanking,SBI,android,good,1,wrong_otp,instant_retry,1.5,none,0,0.0
train_003502,9,770.76,Card,YesBank,web,good,2,gateway_error,instant_retry,3.0,none,0,0.0
train_003503,12,368.39,Card,HDFC,android,poor,2,network_drop,nudge_then_retry,10.1,email,1,368.39
train_003504,15,762.17,NetBanking,ICICI,ios,poor,1,network_drop,delayed_retry,24.2,none,1,762.17
train_003505,15,1021.18,Wallet,SBI,ios,moderate,2,network_drop,delayed_retry,15.6,none,1,1021.18
train_003506,9,397.37,UPI,ICICI,ios,moderate,0,wrong_otp,suggest_alt_method,7.7,whatsapp,1,397.37
train_003507,17,630.23,UPI,YesBank,android,good,2,insufficient_funds,nudge_then_retry,15.8,sms,0,0.0
train_003508,7,293.62,Card,Axis,android,poor,0,card_declined,delayed_retry,18.1,none,0,0.0
train_003509,9,1023.58,UPI,YesBank,web,good,0,wrong_otp,instant_retry,2.6,none,0,0.0
train_003510,11,925.96,Wallet,Kotak,ios,good,0,bank_timeout,nudge_then_retry,105.3,whatsapp,1,925.96
train_003511,10,1592.47,Card,YesBank,ios,good,0,insufficient_funds,nudge_then_retry,133.8,whatsapp,0,0.0
train_003512,11,317.12,UPI,Axis,ios,good,0,bank_timeout,delayed_retry,240.5,none,1,317.12
train_003513,15,305.83,UPI,IDFC,android,moderate,0,insufficient_funds,nudge_then_retry,12.3,whatsapp,0,0.0
train_003514,20,103.07,Card,SBI,ios,good,0,bank_timeout,delayed_retry,1136.4,none,1,103.07
train_003515,20,139.58,UPI,HDFC,android,good,0,network_drop,delayed_retry,10.5,none,0,0.0
train_003516,9,231.58,UPI,YesBank,ios,poor,0,bank_timeout,instant_retry,4.9,none,0,0.0
train_003517,3,633.88,Card,Axis,android,moderate,1,card_declined,delayed_retry,563.3,none,0,0.0
train_003518,18,3163.22,UPI,Axis,android,good,1,network_drop,nudge_then_retry,1371.8,sms,1,3163.22
train_003519,20,757.01,UPI,Axis,android,good,2,network_drop,suggest_alt_method,39.6,sms,0,0.0
train_003520,16,2150.89,UPI,ICICI,android,good,0,wrong_otp,no_action,0.0,none,0,0.0
train_003521,11,560.47,Card,Axis,android,moderate,1,risk_block,suggest_alt_method,626.5,sms,0,0.0
train_003522,11,592.68,Card,YesBank,ios,good,0,insufficient_funds,instant_retry,2.1,none,0,0.0
train_003523,7,1343.0,Wallet,ICICI,web,good,0,insufficient_funds,nudge_then_retry,65.1,sms,1,1343.0
train_003524,11,3592.49,UPI,YesBank,android,good,0,wrong_otp,delayed_retry,10.7,none,0,0.0
train_003525,12,3279.88,Wallet,IDFC,ios,moderate,1,network_drop,delayed_retry,248.7,none,0,0.0
train_003526,18,1142.69,UPI,YesBank,web,good,0,wrong_otp,delayed_retry,46.3,none,0,0.0
train_003527,20,1529.15,UPI,Axis,web,good,0,wrong_otp,instant_retry,5.8,none,1,1529.15
train_003528,20,5672.02,Wallet,Kotak,ios,good,2,network_drop,delayed_retry,1425.8,none,0,0.0
train_003529,19,150.3,UPI,YesBank,android,good,1,bank_timeout,delayed_retry,10.5,none,0,0.0
train_003530,18,1109.27,Wallet,SBI,android,moderate,0,gateway_error,delayed_retry,11.1,none,0,0.0
train_003531,15,1621.57,UPI,Axis,ios,moderate,0,wrong_otp,suggest_alt_method,15.2,whatsapp,1,1621.57
train_003532,9,894.92,UPI,Axis,web,good,0,bank_timeout,nudge_then_retry,23.0,whatsapp,1,894.92
train_003533,15,1595.61,UPI,Axis,ios,good,2,insufficient_funds,delayed_retry,11.6,none,0,0.0
train_003534,1,311.87,UPI,IDFC,android,good,0,insufficient_funds,suggest_alt_method,1004.0,sms,1,311.87
train_003535,18,1323.78,Card,IDFC,web,good,2,insufficient_funds,delayed_retry,756.0,none,1,1323.78
train_003536,15,140.81,Card,SBI,android,good,0,card_declined,no_action,0.0,none,0,0.0
train_003537,14,1255.26,UPI,ICICI,ios,good,1,insufficient_funds,delayed_retry,886.4,none,0,0.0
train_003538,8,124.03,UPI,IDFC,ios,moderate,3,network_drop,instant_retry,5.4,none,1,124.03
train_003539,13,816.19,UPI,Kotak,android,good,1,wrong_otp,nudge_then_retry,374.0,sms,0,0.0
train_003540,15,3572.48,NetBanking,Kotak,android,poor,0,bank_timeout,instant_retry,6.7,none,0,0.0
train_003541,19,747.42,UPI,SBI,web,good,2,network_drop,delayed_retry,155.2,none,0,0.0
train_003542,17,808.68,UPI,SBI,android,poor,0,network_drop,delayed_retry,765.0,none,0,0.0
train_003543,10,712.69,NetBanking,Kotak,ios,moderate,1,bank_timeout,instant_retry,4.5,none,0,0.0
train_003544,8,2581.67,UPI,IDFC,ios,good,1,wrong_otp,instant_retry,2.2,none,1,2581.67
train_003545,10,1137.62,UPI,Axis,ios,good,0,insufficient_funds,instant_retry,4.4,none,1,1137.62
train_003546,5,503.0,Card,Kotak,android,good,0,insufficient_funds,instant_retry,7.1,none,0,0.0
train_003547,8,150.51,Card,Kotak,android,good,0,card_declined,suggest_alt_method,15.6,whatsapp,0,0.0
train_003548,18,432.92,UPI,ICICI,web,moderate,0,insufficient_funds,nudge_then_retry,604.4,email,1,432.92
train_003549,11,1495.94,UPI,SBI,android,moderate,0,network_drop,delayed_retry,609.6,none,0,0.0
train_003550,16,126.02,Card,HDFC,web,good,0,risk_block,instant_retry,7.8,none,0,0.0
train_003551,15,1305.55,UPI,Axis,android,good,0,wrong_otp,nudge_then_retry,13.5,sms,0,0.0
train_003552,11,406.02,Card,YesBank,android,moderate,2,card_declined,instant_retry,4.9,none,0,0.0
train_003553,7,1383.96,Wallet,SBI,android,good,0,bank_timeout,instant_retry,7.3,none,0,0.0
train_003554,20,81.7,Card,HDFC,android,good,0,insufficient_funds,suggest_alt_method,79.4,sms,1,81.7
train_003555,21,366.78,UPI,ICICI,android,good,1,insufficient_funds,delayed_retry,33.9,none,1,366.78
train_003556,15,203.46,UPI,Axis,android,good,1,wrong_otp,delayed_retry,22.5,none,1,203.46
train_003557,21,356.04,NetBanking,HDFC,android,good,0,gateway_error,nudge_then_retry,58.2,email,1,356.04
train_003558,17,137.67,UPI,Axis,web,good,1,bank_timeout,instant_retry,1.4,none,0,0.0
train_003559,8,179.39,UPI,ICICI,ios,good,1,network_drop,delayed_retry,789.2,none,0,0.0
train_003560,12,1519.17,Wallet,ICICI,android,good,0,bank_timeout,delayed_retry,254.6,none,1,1519.17
train_003561,16,1849.74,UPI,Kotak,ios,poor,0,insufficient_funds,nudge_then_retry,9.2,sms,0,0.0
train_003562,14,373.62,Card,Kotak,android,good,1,risk_block,nudge_then_retry,18.8,email,0,0.0
train_003563,23,1279.56,Wallet,Axis,ios,good,1,gateway_error,suggest_alt_method,6.0,sms,1,1279.56
train_003564,21,226.21,NetBanking,HDFC,ios,good,0,network_drop,instant_retry,3.4,none,1,226.21
train_003565,14,1168.87,UPI,YesBank,ios,good,1,insufficient_funds,suggest_alt_method,191.0,sms,1,1168.87
train_003566,20,3317.56,UPI,Kotak,ios,moderate,0,wrong_otp,nudge_then_retry,403.3,whatsapp,0,0.0
train_003567,14,520.68,Card,YesBank,ios,good,1,insufficient_funds,nudge_then_retry,1250.8,whatsapp,1,520.68
train_003568,7,206.89,UPI,SBI,web,moderate,0,network_drop,delayed_retry,22.2,none,1,206.89
train_003569,10,440.94,UPI,Axis,android,good,1,insufficient_funds,delayed_retry,628.5,none,0,0.0
train_003570,9,1637.7,Card,HDFC,android,moderate,0,insufficient_funds,instant_retry,6.3,none,0,0.0
train_003571,21,2018.75,Card,ICICI,android,good,0,risk_block,delayed_retry,1435.3,none,0,0.0
train_003572,18,744.54,Wallet,Kotak,android,good,0,bank_timeout,delayed_retry,66.8,none,0,0.0
train_003573,9,954.78,UPI,IDFC,android,good,0,wrong_otp,delayed_retry,10.6,none,0,0.0
train_003574,22,626.46,UPI,ICICI,ios,poor,0,network_drop,delayed_retry,89.4,none,0,0.0
train_003575,9,1826.58,Wallet,ICICI,web,good,1,bank_timeout,nudge_then_retry,13.1,email,0,0.0
train_003576,8,7941.48,Card,ICICI,web,moderate,0,insufficient_funds,instant_retry,6.9,none,0,0.0
train_003577,22,1334.22,UPI,YesBank,android,poor,1,network_drop,instant_retry,4.2,none,1,1334.22
train_003578,13,399.16,Card,SBI,web,moderate,1,insufficient_funds,nudge_then_retry,194.1,whatsapp,0,0.0
train_003579,13,720.42,Card,SBI,web,moderate,0,card_declined,nudge_then_retry,5.8,email,0,0.0
train_003580,18,659.43,Card,ICICI,android,good,0,bank_timeout,delayed_retry,91.6,none,0,0.0
train_003581,8,146.46,NetBanking,HDFC,web,moderate,1,risk_block,nudge_then_retry,199.2,sms,0,0.0
train_003582,20,263.16,Card,Kotak,ios,good,2,card_declined,suggest_alt_method,33.1,whatsapp,0,0.0
train_003583,16,1702.7,Card,HDFC,ios,moderate,0,bank_timeout,instant_retry,6.0,none,0,0.0
train_003584,16,275.04,UPI,YesBank,android,good,0,insufficient_funds,instant_retry,2.0,none,0,0.0
train_003585,11,2560.56,UPI,Kotak,ios,moderate,1,wrong_otp,delayed_retry,1050.0,none,0,0.0
train_003586,18,1227.26,Wallet,IDFC,web,moderate,0,gateway_error,delayed_retry,286.5,none,1,1227.26
train_003587,15,1130.37,UPI,SBI,android,good,0,wrong_otp,delayed_retry,753.2,none,0,0.0
train_003588,13,694.98,UPI,Kotak,ios,good,0,insufficient_funds,instant_retry,2.1,none,0,0.0
train_003589,20,195.63,Card,Kotak,android,moderate,3,insufficient_funds,suggest_alt_method,24.0,sms,1,195.63
train_003590,11,823.47,Card,SBI,web,good,0,gateway_error,nudge_then_retry,16.5,sms,0,0.0
train_003591,12,737.74,Card,HDFC,web,poor,1,bank_timeout,delayed_retry,39.4,none,1,737.74
train_003592,13,542.64,NetBanking,ICICI,android,moderate,0,card_declined,delayed_retry,1781.5,none,0,0.0
train_003593,12,3627.47,Card,IDFC,ios,poor,1,network_drop,instant_retry,6.3,none,0,0.0
train_003594,8,722.86,UPI,ICICI,android,moderate,1,bank_timeout,no_action,0.0,none,0,0.0
train_003595,20,465.24,UPI,Kotak,ios,moderate,0,insufficient_funds,delayed_retry,397.5,none,1,465.24
train_003596,19,441.44,UPI,ICICI,web,good,0,wrong_otp,no_action,0.0,none,0,0.0
train_003597,19,3908.45,UPI,YesBank,ios,moderate,0,network_drop,delayed_retry,698.7,none,0,0.0
train_003598,20,1307.29,UPI,HDFC,android,good,0,wrong_otp,instant_retry,1.9,none,1,1307.29
train_003599,22,1506.72,UPI,ICICI,android,good,0,network_drop,instant_retry,1.0,none,1,1506.72
train_003600,23,4378.54,NetBanking,Axis,android,good,0,insufficient_funds,nudge_then_retry,89.9,sms,0,0.0
train_003601,19,382.46,UPI,Kotak,web,good,0,insufficient_funds,delayed_retry,1055.9,none,1,382.46
train_003602,17,193.52,Card,YesBank,ios,good,0,risk_block,delayed_retry,33.5,none,0,0.0
train_003603,20,956.98,NetBanking,ICICI,android,good,2,risk_block,instant_retry,5.5,none,0,0.0
train_003604,12,1602.37,UPI,Kotak,android,good,1,wrong_otp,delayed_retry,363.9,none,0,0.0
train_003605,20,1557.91,Wallet,IDFC,ios,poor,0,bank_timeout,delayed_retry,11.1,none,0,0.0
train_003606,19,5264.7,Card,YesBank,android,good,1,risk_block,delayed_retry,26.2,none,0,0.0
train_003607,11,1221.66,UPI,Axis,android,good,0,wrong_otp,delayed_retry,204.0,none,0,0.0
train_003608,15,3424.73,UPI,YesBank,android,good,0,risk_block,delayed_retry,173.2,none,0,0.0
train_003609,14,1056.78,UPI,HDFC,ios,good,1,bank_timeout,nudge_then_retry,7.2,email,0,0.0
train_003610,21,1084.71,UPI,Axis,android,good,0,wrong_otp,no_action,0.0,none,0,0.0
train_003611,11,276.22,Card,Kotak,ios,good,0,risk_block,no_action,0.0,none,0,0.0
train_003612,9,850.75,UPI,Kotak,web,good,0,bank_timeout,delayed_retry,2343.0,none,0,0.0
train_003613,12,185.68,UPI,Axis,android,moderate,1,network_drop,delayed_retry,172.8,none,0,0.0
train_003614,22,2887.14,UPI,HDFC,android,good,1,bank_timeout,delayed_retry,1066.1,none,0,0.0
train_003615,11,460.28,Card,YesBank,ios,poor,0,card_declined,instant_retry,3.7,none,0,0.0
train_003616,10,817.21,UPI,IDFC,ios,good,0,network_drop,no_action,0.0,none,0,0.0
train_003617,15,3694.88,Card,Kotak,android,good,1,insufficient_funds,nudge_then_retry,36.9,whatsapp,0,0.0
train_003618,14,2228.33,UPI,IDFC,ios,good,1,insufficient_funds,nudge_then_retry,8.6,email,0,0.0
train_003619,18,732.55,UPI,YesBank,web,moderate,1,insufficient_funds,no_action,0.0,none,0,0.0
train_003620,20,780.18,UPI,Axis,android,poor,2,network_drop,nudge_then_retry,9.8,email,1,780.18
train_003621,10,922.67,UPI,Axis,web,good,1,bank_timeout,suggest_alt_method,30.5,sms,1,922.67
train_003622,11,1300.99,UPI,SBI,android,poor,1,gateway_error,nudge_then_retry,19.8,whatsapp,0,0.0
train_003623,14,452.87,NetBanking,YesBank,android,moderate,1,bank_timeout,instant_retry,7.8,none,0,0.0
train_003624,9,1484.52,UPI,YesBank,android,good,0,wrong_otp,suggest_alt_method,319.0,sms,0,0.0
train_003625,21,785.57,NetBanking,ICICI,ios,good,1,network_drop,delayed_retry,60.1,none,0,0.0
train_003626,18,1636.52,Card,IDFC,android,good,0,risk_block,nudge_then_retry,10.0,whatsapp,0,0.0
